country_id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
CHL,-38.01659,-72.15067,303.14,0.71,0.75,2023-12-24,436,1,VIIRS,n,2.0NRT,283.86,1.69,N
CHL,-34.1017,-70.46239,314.06,0.76,0.77,2023-12-24,436,1,VIIRS,n,2.0NRT,285.24,3.77,N
CHL,-22.31596,-68.88036,337.27,0.46,0.47,2023-12-24,612,1,VIIRS,n,2.0NRT,288.27,4.42,N
CHL,-22.31544,-68.88474,296.28,0.46,0.47,2023-12-24,612,1,VIIRS,n,2.0NRT,285.31,4.42,N
CHL,-32.80233,-70.95007,296.12,0.46,0.47,2023-12-24,614,1,VIIRS,n,2.0NRT,285.62,1.96,N
CHL,-32.80231,-70.95245,329.7,0.46,0.47,2023-12-24,614,1,VIIRS,n,2.0NRT,286.86,3.44,N
CHL,-32.80184,-70.95489,326.49,0.46,0.47,2023-12-24,614,1,VIIRS,n,2.0NRT,286.47,1.96,N
CHL,-26.43491,-69.47925,339.87,0.47,0.48,2023-12-24,614,1,VIIRS,n,2.0NRT,286.62,6.96,N
CHL,-26.43054,-69.47829,321.04,0.47,0.48,2023-12-24,614,1,VIIRS,n,2.0NRT,282.52,6.96,N
CHL,-39.42154,-71.93888,344.34,0.48,0.48,2023-12-24,616,1,VIIRS,n,2.0NRT,287.88,112.46,N
CHL,-39.41893,-71.93897,333.2,0.48,0.48,2023-12-24,616,1,VIIRS,n,2.0NRT,294.37,110.87,N
CHL,-39.41716,-71.93732,323.65,0.48,0.48,2023-12-24,616,1,VIIRS,n,2.0NRT,268.63,1.7,N
CHL,-38.2211,-73.41436,328.23,0.39,0.44,2023-12-24,616,1,VIIRS,n,2.0NRT,282.41,1.95,N
CHL,-38.02449,-72.14652,304.75,0.45,0.47,2023-12-24,616,1,VIIRS,n,2.0NRT,283.6,1.14,N
CHL,-38.02412,-72.14436,305.48,0.45,0.47,2023-12-24,616,1,VIIRS,n,2.0NRT,283.78,1.15,N
CHL,-36.78349,-73.12565,302.37,0.39,0.44,2023-12-24,616,1,VIIRS,n,2.0NRT,286.42,1.04,N
CHL,-34.10567,-70.45519,302.66,0.51,0.49,2023-12-24,616,1,VIIRS,n,2.0NRT,286.04,2.94,N
CHL,-34.10518,-70.46056,331.79,0.51,0.49,2023-12-24,616,1,VIIRS,n,2.0NRT,287.22,2.94,N
CHL,-33.67145,-71.24031,295.28,0.45,0.47,2023-12-24,616,1,VIIRS,n,2.0NRT,284.11,0.77,N
CHL,-33.67096,-71.24541,296.64,0.45,0.47,2023-12-24,616,1,VIIRS,n,2.0NRT,284.49,0.77,N
CHL,-39.10046,-72.40895,332.7,0.4,0.37,2023-12-24,1836,1,VIIRS,l,2.0NRT,306.58,3.77,D
CHL,-38.22412,-73.41084,345.63,0.41,0.37,2023-12-24,1836,1,VIIRS,n,2.0NRT,306.71,6.26,D
CHL,-38.22068,-73.41162,335.95,0.41,0.37,2023-12-24,1836,1,VIIRS,n,2.0NRT,300.31,3.55,D
CHL,-38.17717,-73.43118,334.57,0.41,0.37,2023-12-24,1836,1,VIIRS,n,2.0NRT,305.35,3.84,D
CHL,-37.7975,-72.47968,333.74,0.39,0.36,2023-12-24,1836,1,VIIRS,l,2.0NRT,304.8,3.94,D
CHL,-34.23362,-70.71773,330.34,0.39,0.37,2023-12-24,1838,1,VIIRS,l,2.0NRT,303.36,15.56,D
CHL,-34.23027,-70.71847,338.06,0.39,0.37,2023-12-24,1838,1,VIIRS,l,2.0NRT,311.52,15.56,D
CHL,-34.22955,-70.71413,353.3,0.39,0.37,2023-12-24,1838,1,VIIRS,n,2.0NRT,311.74,15.56,D
CHL,-34.22882,-70.70969,350.8,0.39,0.37,2023-12-24,1838,1,VIIRS,n,2.0NRT,312.7,37.22,D
CHL,-34.2269,-70.71915,330.93,0.39,0.37,2023-12-24,1838,1,VIIRS,l,2.0NRT,304.93,3.95,D
CHL,-34.22618,-70.71479,345.89,0.39,0.37,2023-12-24,1838,1,VIIRS,n,2.0NRT,310.27,3.95,D
CHL,-34.22546,-70.71038,347.15,0.39,0.37,2023-12-24,1838,1,VIIRS,n,2.0NRT,309.71,10.32,D
CHL,-34.22473,-70.70594,347.54,0.39,0.37,2023-12-24,1838,1,VIIRS,n,2.0NRT,306.35,10.32,D
CHL,-34.10612,-70.45797,346.5,0.4,0.37,2023-12-24,1838,1,VIIRS,n,2.0NRT,313.65,8.17,D
CHL,-33.68589,-70.72184,337.81,0.4,0.37,2023-12-24,1838,1,VIIRS,l,2.0NRT,312.3,15.08,D
CHL,-32.80312,-70.95168,336.89,0.4,0.37,2023-12-24,1838,1,VIIRS,l,2.0NRT,308.81,4.06,D
CHL,-27.84005,-70.17979,350.82,0.47,0.4,2023-12-24,1840,1,VIIRS,l,2.0NRT,322.63,12.96,D
CHL,-26.30373,-70.21735,350.42,0.49,0.4,2023-12-24,1840,1,VIIRS,n,2.0NRT,317.8,8.59,D
CHL,-25.51352,-70.1588,349.49,0.51,0.41,2023-12-24,1840,1,VIIRS,n,2.0NRT,318.96,4.22,D
CHL,-25.50786,-70.17053,350.3,0.51,0.41,2023-12-24,1840,1,VIIRS,n,2.0NRT,318.79,7.64,D
CHL,-25.50413,-70.17146,346.85,0.51,0.41,2023-12-24,1840,1,VIIRS,l,2.0NRT,319.98,3.73,D
CHL,-22.31761,-68.88096,346.63,0.45,0.47,2023-12-24,1840,1,VIIRS,l,2.0NRT,320.85,11.5,D
CHL,-18.41128,-70.24408,343.66,0.43,0.46,2023-12-24,1842,1,VIIRS,n,2.0NRT,309.3,11.5,D
CHL,-22.31521,-68.88194,332.05,0.41,0.37,2023-12-25,552,1,VIIRS,n,2.0NRT,288.91,4.85,N
CHL,-27.41526,-70.25892,325.27,0.4,0.37,2023-12-25,554,1,VIIRS,n,2.0NRT,287.78,1.73,N
CHL,-27.35783,-70.22077,300.43,0.4,0.37,2023-12-25,554,1,VIIRS,n,2.0NRT,286.14,0.94,N
CHL,-26.43431,-69.47622,315.37,0.42,0.37,2023-12-25,554,1,VIIRS,n,2.0NRT,286.83,6.55,N
CHL,-26.43374,-69.48028,327.19,0.42,0.37,2023-12-25,554,1,VIIRS,n,2.0NRT,284.02,6.55,N
CHL,-26.43089,-69.47552,298.06,0.42,0.37,2023-12-25,554,1,VIIRS,n,2.0NRT,283.16,0.91,N
CHL,-23.82463,-70.32072,297.76,0.39,0.36,2023-12-25,554,1,VIIRS,n,2.0NRT,287.59,0.81,N
CHL,-23.82189,-70.3163,304.5,0.39,0.36,2023-12-25,554,1,VIIRS,n,2.0NRT,288.18,0.96,N
CHL,-23.78355,-70.32104,303.26,0.39,0.36,2023-12-25,554,1,VIIRS,n,2.0NRT,285.79,0.58,N
CHL,-23.78022,-70.32043,302.86,0.39,0.36,2023-12-25,554,1,VIIRS,n,2.0NRT,286.21,0.56,N
CHL,-35.27438,-71.26499,307.23,0.43,0.38,2023-12-25,557,1,VIIRS,n,2.0NRT,286.65,0.95,N
CHL,-34.2281,-70.7123,299.47,0.44,0.38,2023-12-25,557,1,VIIRS,n,2.0NRT,288.4,1.02,N
CHL,-34.10736,-70.45715,332.36,0.45,0.39,2023-12-25,557,1,VIIRS,n,2.0NRT,291.98,11.35,N
CHL,-34.1044,-70.45184,298.99,0.45,0.39,2023-12-25,557,1,VIIRS,n,2.0NRT,286.07,0.77,N
CHL,-32.80331,-70.9549,331.47,0.42,0.38,2023-12-25,557,1,VIIRS,n,2.0NRT,290.57,5.97,N
CHL,-39.4196,-71.94321,329.97,0.44,0.39,2023-12-25,559,1,VIIRS,n,2.0NRT,270.01,74.51,N
CHL,-39.4167,-71.93728,305.02,0.44,0.39,2023-12-25,559,1,VIIRS,n,2.0NRT,268.52,164.62,N
CHL,-37.90563,-73.50838,337.84,0.39,0.37,2023-12-25,559,1,VIIRS,n,2.0NRT,283.59,3.19,N
CHL,-37.90227,-73.50761,299.6,0.39,0.37,2023-12-25,559,1,VIIRS,n,2.0NRT,282.91,0.43,N
CHL,-38.30947,-72.99916,341.95,0.41,0.45,2023-12-25,1817,1,VIIRS,n,2.0NRT,307.12,3.1,D
CHL,-38.3091,-73.00185,340.2,0.41,0.45,2023-12-25,1817,1,VIIRS,n,2.0NRT,304.01,3.08,D
CHL,-37.79682,-72.48037,333.7,0.38,0.44,2023-12-25,1817,1,VIIRS,l,2.0NRT,308.35,5.86,D
CHL,-26.43552,-69.4802,296.31,0.42,0.38,2023-12-26,535,1,VIIRS,n,2.0NRT,286.06,0.96,N
CHL,-26.43205,-69.47954,327.05,0.42,0.38,2023-12-26,535,1,VIIRS,n,2.0NRT,286.11,6.58,N
CHL,-37.98436,-72.13399,306.87,0.4,0.37,2023-12-26,537,1,VIIRS,n,2.0NRT,288.58,2.94,N
CHL,-37.98099,-72.13307,330.69,0.4,0.37,2023-12-26,537,1,VIIRS,n,2.0NRT,290.23,2.94,N
CHL,-37.9802,-72.13761,331.87,0.4,0.37,2023-12-26,537,1,VIIRS,n,2.0NRT,291.97,2.94,N
CHL,-37.97684,-72.1367,310.2,0.4,0.37,2023-12-26,537,1,VIIRS,n,2.0NRT,289.08,1.01,N
CHL,-34.10685,-70.45472,316.45,0.39,0.36,2023-12-26,537,1,VIIRS,n,2.0NRT,291.35,8.75,N
CHL,-34.10612,-70.45899,341.62,0.39,0.36,2023-12-26,537,1,VIIRS,n,2.0NRT,293.18,8.75,N
CHL,-33.56281,-71.58923,305.96,0.42,0.38,2023-12-26,537,1,VIIRS,n,2.0NRT,285.22,1.12,N
CHL,-33.52091,-70.87302,299.86,0.4,0.37,2023-12-26,537,1,VIIRS,n,2.0NRT,287.83,0.49,N
CHL,-32.80173,-70.95305,328.2,0.41,0.37,2023-12-26,537,1,VIIRS,n,2.0NRT,290.88,3.91,N
CHL,-41.80659,-73.06297,300.89,0.39,0.36,2023-12-26,540,1,VIIRS,n,2.0NRT,285.25,0.73,N
CHL,-39.79362,-73.17608,305.05,0.41,0.37,2023-12-26,540,1,VIIRS,n,2.0NRT,289.18,0.81,N
CHL,-39.44431,-73.15063,315.68,0.41,0.37,2023-12-26,540,1,VIIRS,n,2.0NRT,289.44,1.48,N
CHL,-39.42171,-71.94019,313.43,0.39,0.36,2023-12-26,540,1,VIIRS,n,2.0NRT,273.34,1.25,N
CHL,-39.41838,-71.93931,326.4,0.39,0.36,2023-12-26,540,1,VIIRS,n,2.0NRT,294.85,44.72,N
CHL,-39.4176,-71.94398,302.36,0.39,0.36,2023-12-26,540,1,VIIRS,n,2.0NRT,273.27,44.72,N
CHL,-39.58155,-72.61563,332.34,0.36,0.58,2023-12-26,1758,1,VIIRS,n,2.0NRT,295.92,0.44,D
CHL,-39.42081,-71.94321,367,0.33,0.56,2023-12-26,1758,1,VIIRS,h,2.0NRT,291.17,6.28,D
CHL,-37.71246,-72.23496,333.05,0.33,0.56,2023-12-26,1758,1,VIIRS,l,2.0NRT,303.99,3.03,D
CHL,-35.27011,-71.47866,332.59,0.57,0.52,2023-12-26,1800,1,VIIRS,l,2.0NRT,305.79,2.85,D
CHL,-34.10753,-70.45526,345.83,0.49,0.48,2023-12-26,1800,1,VIIRS,l,2.0NRT,316.36,18.07,D
CHL,-34.05402,-70.62523,331.69,0.5,0.49,2023-12-26,1800,1,VIIRS,l,2.0NRT,306.35,3.13,D
CHL,-34.05137,-70.6481,343.42,0.5,0.49,2023-12-26,1800,1,VIIRS,n,2.0NRT,306.17,3.38,D
CHL,-34.05076,-70.65078,337.38,0.5,0.49,2023-12-26,1800,1,VIIRS,n,2.0NRT,304.27,4,D
CHL,-34.04683,-70.64866,334.34,0.5,0.49,2023-12-26,1800,1,VIIRS,n,2.0NRT,307.27,3.38,D
CHL,-33.32202,-70.71159,330.43,0.49,0.49,2023-12-26,1800,1,VIIRS,l,2.0NRT,303.14,3.09,D
CHL,-23.82532,-70.31676,338.79,0.54,0.42,2023-12-26,1802,1,VIIRS,n,2.0NRT,308.59,8.69,D
CHL,-22.31594,-68.87883,339.53,0.45,0.39,2023-12-26,1802,1,VIIRS,l,2.0NRT,314.25,6.45,D
CHL,-36.75154,-72.60896,331.22,0.52,0.67,2023-12-26,1940,1,VIIRS,n,2.0NRT,296.78,40.03,D
CHL,-36.74984,-72.60302,351.78,0.52,0.67,2023-12-26,1940,1,VIIRS,n,2.0NRT,306.31,40.03,D
CHL,-36.74777,-72.6,367,0.52,0.67,2023-12-26,1940,1,VIIRS,h,2.0NRT,297.13,50.26,D
CHL,-34.10937,-70.45425,345.9,0.79,0.78,2023-12-26,1940,1,VIIRS,n,2.0NRT,310.51,7.71,D
CHL,-23.82232,-70.31809,298.52,0.61,0.54,2023-12-27,516,1,VIIRS,n,2.0NRT,279.11,1.47,N
CHL,-22.31454,-68.88052,321.93,0.54,0.51,2023-12-27,516,1,VIIRS,n,2.0NRT,284.24,4.4,N
CHL,-22.31253,-68.88226,313.98,0.54,0.51,2023-12-27,516,1,VIIRS,n,2.0NRT,283.94,2.72,N
CHL,-33.2926,-70.72932,320.05,0.42,0.45,2023-12-27,518,1,VIIRS,n,2.0NRT,289.63,2.1,N
CHL,-28.47805,-71.25191,300.17,0.56,0.51,2023-12-27,518,1,VIIRS,n,2.0NRT,287.57,1.33,N
CHL,-28.47786,-71.25054,299.27,0.56,0.51,2023-12-27,518,1,VIIRS,n,2.0NRT,287.73,1.07,N
CHL,-39.41787,-71.94303,330.99,0.55,0.42,2023-12-27,520,1,VIIRS,n,2.0NRT,282.54,28.98,N
CHL,-42.48859,-73.81575,297.54,0.38,0.43,2023-12-27,522,1,VIIRS,n,2.0NRT,284.67,0.38,N
CHL,-37.90635,-73.51085,335.61,0.72,0.75,2023-12-27,1741,1,VIIRS,n,2.0NRT,283.44,5.98,D
CHL,-37.90202,-73.50754,329.13,0.72,0.75,2023-12-27,1741,1,VIIRS,n,2.0NRT,283.83,7.58,D
CHL,-27.41527,-70.26151,342.54,0.39,0.59,2023-12-27,1741,1,VIIRS,n,2.0NRT,313.3,4.59,D
CHL,-40.01488,-73.1606,351.79,0.46,0.47,2023-12-27,1919,1,VIIRS,n,2.0NRT,306.65,15.25,D
CHL,-40.01416,-73.15774,340.54,0.46,0.47,2023-12-27,1919,1,VIIRS,n,2.0NRT,302.83,5.1,D
CHL,-40.0099,-73.15932,329.93,0.46,0.47,2023-12-27,1919,1,VIIRS,n,2.0NRT,299.13,5.1,D
CHL,-38.13,-72.99179,348.15,0.52,0.5,2023-12-27,1919,1,VIIRS,n,2.0NRT,297.55,7.98,D
