latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-37.22458,-72.23338,338.58,3.23,1.7,2023-02-05,1817,Aqua,MODIS,84,6.1NRT,308.49,160.75,D
-37.22263,-72.19622,351.62,3.21,1.7,2023-02-05,1817,Aqua,MODIS,95,6.1NRT,310.46,294.33,D
-37.24009,-72.23204,325.58,3.23,1.7,2023-02-05,1817,Aqua,MODIS,62,6.1NRT,306.74,77.75,D
-37.23811,-72.1948,324.21,3.21,1.7,2023-02-05,1817,Aqua,MODIS,53,6.1NRT,307.13,67.67,D
-37.25358,-72.19346,327.99,3.21,1.7,2023-02-05,1817,Aqua,MODIS,56,6.1NRT,306.36,84.88,D
-37.49247,-72.7397,322.73,3.49,1.76,2023-02-05,1817,Aqua,MODIS,49,6.1NRT,300.52,85.56,D
-37.49058,-72.70262,321.28,3.47,1.75,2023-02-05,1817,Aqua,MODIS,26,6.1NRT,300.27,71.1,D
-37.5545,-72.69569,330.85,3.47,1.75,2023-02-05,1817,Aqua,MODIS,66,6.1NRT,303.67,127.91,D
-37.55246,-72.65887,334.44,3.45,1.75,2023-02-05,1817,Aqua,MODIS,80,6.1NRT,301.36,157.82,D
-37.57476,-72.77069,326.82,3.51,1.76,2023-02-05,1817,Aqua,MODIS,35,6.1NRT,300.3,104.33,D
-37.56733,-72.7651,323.41,3.51,1.76,2023-02-05,1817,Aqua,MODIS,41,6.1NRT,300.15,86.42,D
-37.56346,-72.68758,343.86,3.47,1.75,2023-02-05,1817,Aqua,MODIS,89,6.1NRT,304.69,250.38,D
-37.56158,-72.6503,331.35,3.45,1.75,2023-02-05,1817,Aqua,MODIS,76,6.1NRT,301.42,134.74,D
-37.5881,-72.259,346.52,3.26,1.71,2023-02-05,1817,Aqua,MODIS,91,6.1NRT,304.96,258.83,D
-37.63164,-72.75999,326.7,3.51,1.76,2023-02-05,1817,Aqua,MODIS,58,6.1NRT,300.59,103.18,D
-37.64765,-72.75764,333.52,3.51,1.76,2023-02-05,1817,Aqua,MODIS,79,6.1NRT,303.39,159.24,D
-37.58263,-72.25526,340.42,3.26,1.71,2023-02-05,1817,Aqua,MODIS,86,6.1NRT,303.63,196.76,D
-37.59822,-72.25402,334.12,3.26,1.71,2023-02-05,1817,Aqua,MODIS,79,6.1NRT,306.47,145.34,D
-37.63924,-72.75541,325.95,3.51,1.76,2023-02-05,1817,Aqua,MODIS,59,6.1NRT,301.42,100.67,D
-37.65525,-72.75282,333.47,3.51,1.76,2023-02-05,1817,Aqua,MODIS,79,6.1NRT,303.57,160.61,D
-37.64961,-72.63963,322.77,3.45,1.75,2023-02-05,1817,Aqua,MODIS,49,6.1NRT,305.82,74.13,D
-37.68523,-72.70827,331.35,3.49,1.76,2023-02-05,1817,Aqua,MODIS,75,6.1NRT,301.88,134.44,D
-37.70128,-72.70724,325.91,3.49,1.76,2023-02-05,1817,Aqua,MODIS,61,6.1NRT,303.71,102.68,D
-37.73354,-72.70792,371.56,3.49,1.76,2023-02-05,1817,Aqua,MODIS,100,6.1NRT,303.32,704.5,D
-43.66284,-71.83353,324.13,3.26,1.71,2023-02-05,1951,Aqua,MODIS,80,6.1NRT,294.08,107.55,D
-37.26517,-73.03889,313.33,4.34,1.92,2023-02-05,1953,Aqua,MODIS,38,6.1NRT,294.93,66.38,D
-39.5205,-73.09198,315.4,3.71,1.8,2023-02-05,1953,Aqua,MODIS,18,6.1NRT,294.78,58.72,D
-39.50475,-73.0984,325.54,3.71,1.8,2023-02-05,1953,Aqua,MODIS,74,6.1NRT,293.5,126,D
-39.48928,-73.1059,324.91,3.71,1.8,2023-02-05,1953,Aqua,MODIS,78,6.1NRT,294.68,130.09,D
-39.51408,-73.10297,334.67,3.71,1.8,2023-02-05,1953,Aqua,MODIS,86,6.1NRT,294.26,204.06,D
-39.49868,-73.1107,314.29,3.71,1.8,2023-02-05,1953,Aqua,MODIS,47,6.1NRT,294.23,60.41,D
-39.4832,-73.11817,319.83,3.71,1.8,2023-02-05,1953,Aqua,MODIS,72,6.1NRT,294.44,98.26,D
-38.5493,-72.37685,314.4,4.34,1.92,2023-02-05,1953,Aqua,MODIS,61,6.1NRT,300.81,40.24,D
-38.56221,-72.42405,325.19,4.31,1.92,2023-02-05,1953,Aqua,MODIS,78,6.1NRT,301.61,128.86,D
-38.54836,-72.3858,319,4.34,1.92,2023-02-05,1953,Aqua,MODIS,70,6.1NRT,301.2,74.83,D
-38.56094,-72.43275,323.31,4.31,1.92,2023-02-05,1953,Aqua,MODIS,76,6.1NRT,302.01,112.63,D
-38.57781,-72.83767,316.66,4.08,1.87,2023-02-05,1953,Aqua,MODIS,52,6.1NRT,298.45,57.7,D
-38.51293,-72.66545,322.83,4.19,1.9,2023-02-05,1953,Aqua,MODIS,76,6.1NRT,298.54,104.73,D
-38.54947,-72.80005,319.94,4.11,1.88,2023-02-05,1953,Aqua,MODIS,50,6.1NRT,298.66,76.07,D
-38.56164,-72.84505,316.65,4.08,1.87,2023-02-05,1953,Aqua,MODIS,66,6.1NRT,298.66,60.21,D
-38.49654,-72.67275,338.09,4.19,1.9,2023-02-05,1953,Aqua,MODIS,89,6.1NRT,299.65,255.59,D
-38.57633,-72.84246,318.89,4.08,1.87,2023-02-05,1953,Aqua,MODIS,70,6.1NRT,298.72,75.35,D
-38.51234,-72.66969,330.6,4.19,1.9,2023-02-05,1953,Aqua,MODIS,83,6.1NRT,298.84,179.39,D
-38.54828,-72.805,319.51,4.11,1.88,2023-02-05,1953,Aqua,MODIS,52,6.1NRT,298.5,73.5,D
-38.49596,-72.67703,333.33,4.19,1.9,2023-02-05,1953,Aqua,MODIS,85,6.1NRT,299.71,199.26,D
-38.46272,-72.68993,323.26,4.19,1.9,2023-02-05,1953,Aqua,MODIS,76,6.1NRT,299.62,112.49,D
-38.47502,-72.7356,316.33,4.17,1.89,2023-02-05,1953,Aqua,MODIS,66,6.1NRT,299.95,60.09,D
-38.47705,-72.6924,316.9,4.19,1.9,2023-02-05,1953,Aqua,MODIS,50,6.1NRT,299.79,59.47,D
-38.46052,-72.69918,320.31,4.19,1.9,2023-02-05,1953,Aqua,MODIS,72,6.1NRT,299.53,87.29,D
-38.36562,-72.89973,319.57,4.11,1.88,2023-02-05,1953,Aqua,MODIS,36,6.1NRT,301.75,48.59,D
-38.37426,-73.00056,339.47,4.05,1.87,2023-02-05,1953,Aqua,MODIS,89,6.1NRT,299.59,246.65,D
-38.35849,-73.00924,350.51,4.05,1.87,2023-02-05,1953,Aqua,MODIS,95,6.1NRT,297.67,413.98,D
-38.36981,-73.0517,333.98,4.03,1.86,2023-02-05,1953,Aqua,MODIS,76,6.1NRT,299.19,189.02,D
-38.264,-72.79334,319.15,4.19,1.9,2023-02-05,1953,Aqua,MODIS,55,6.1NRT,303.16,52.42,D
-38.32152,-73.07344,331.79,4.03,1.86,2023-02-05,1953,Aqua,MODIS,84,6.1NRT,299.94,191.39,D
-38.37116,-73.01195,348.52,4.05,1.87,2023-02-05,1953,Aqua,MODIS,94,6.1NRT,299.61,377.38,D
-38.36599,-73.06126,331.6,4.03,1.86,2023-02-05,1953,Aqua,MODIS,82,6.1NRT,299.32,175.12,D
-38.2619,-72.80356,317.93,4.19,1.9,2023-02-05,1953,Aqua,MODIS,53,6.1NRT,303.67,47.58,D
-38.13047,-72.38299,319.09,4.47,1.94,2023-02-05,1953,Aqua,MODIS,58,6.1NRT,300.52,78.09,D
-38.31791,-73.08379,341.53,4.03,1.86,2023-02-05,1953,Aqua,MODIS,91,6.1NRT,300.34,309.45,D
-38.14007,-72.48766,346.25,4.41,1.93,2023-02-05,1953,Aqua,MODIS,93,6.1NRT,298.96,402.86,D
-38.15286,-72.53484,326.23,4.38,1.93,2023-02-05,1953,Aqua,MODIS,78,6.1NRT,300.55,148.5,D
-38.01445,-72.09826,348.68,4.68,1.98,2023-02-05,1953,Aqua,MODIS,94,6.1NRT,300.1,503.27,D
-38.12268,-72.49256,349.84,4.41,1.93,2023-02-05,1953,Aqua,MODIS,95,6.1NRT,299.46,461.2,D
-38.13561,-72.54008,316.85,4.38,1.93,2023-02-05,1953,Aqua,MODIS,46,6.1NRT,301,69.24,D
-37.99693,-72.10439,312.26,4.68,1.98,2023-02-05,1953,Aqua,MODIS,39,6.1NRT,299.32,60.35,D
-38.05256,-72.30545,324.99,4.54,1.96,2023-02-05,1953,Aqua,MODIS,63,6.1NRT,300.82,126.48,D
-38.04916,-72.36184,335.25,4.5,1.95,2023-02-05,1953,Aqua,MODIS,87,6.1NRT,303.42,243.8,D
-38.06256,-72.41042,323.21,4.47,1.94,2023-02-05,1953,Aqua,MODIS,57,6.1NRT,300.28,114.05,D
-38.20425,-72.92965,326.65,4.14,1.88,2023-02-05,1953,Aqua,MODIS,64,6.1NRT,301.34,133.6,D
-38.18763,-72.93567,322.17,4.14,1.88,2023-02-05,1953,Aqua,MODIS,68,6.1NRT,300.79,101.97,D
-38.1413,-72.49168,342.17,4.41,1.93,2023-02-05,1953,Aqua,MODIS,91,6.1NRT,298.97,335.56,D
-38.15363,-72.53818,322.42,4.38,1.93,2023-02-05,1953,Aqua,MODIS,69,6.1NRT,300.45,110.56,D
-38.12378,-72.49608,350.66,4.41,1.93,2023-02-05,1953,Aqua,MODIS,95,6.1NRT,299.59,472.19,D
-38.00024,-72.10732,312.75,4.68,1.98,2023-02-05,1953,Aqua,MODIS,43,6.1NRT,299.44,63.24,D
-38.05472,-72.3086,324.18,4.54,1.96,2023-02-05,1953,Aqua,MODIS,21,6.1NRT,300.92,114.84,D
-38.05104,-72.36502,337.46,4.5,1.95,2023-02-05,1953,Aqua,MODIS,87,6.1NRT,303.73,266.18,D
-38.20324,-72.93461,333.52,4.14,1.88,2023-02-05,1953,Aqua,MODIS,85,6.1NRT,301.36,208.87,D
-38.18654,-72.9403,316.28,4.14,1.88,2023-02-05,1953,Aqua,MODIS,54,6.1NRT,300.67,62.04,D
-38.05732,-72.52725,335.83,4.41,1.93,2023-02-05,1953,Aqua,MODIS,87,6.1NRT,300.49,258.19,D
-38.07049,-72.57592,354.49,4.38,1.93,2023-02-05,1953,Aqua,MODIS,97,6.1NRT,302.19,556,D
-37.97319,-72.28802,313.56,4.57,1.96,2023-02-05,1953,Aqua,MODIS,50,6.1NRT,299.38,55.88,D
-37.92834,-72.1946,336.44,4.64,1.97,2023-02-05,1953,Aqua,MODIS,88,6.1NRT,299.34,292.54,D
-38.06698,-72.8363,331.35,4.22,1.9,2023-02-05,1953,Aqua,MODIS,84,6.1NRT,303.99,182.57,D
-38.1312,-73.07314,313.96,4.08,1.87,2023-02-05,1953,Aqua,MODIS,33,6.1NRT,299.16,50.98,D
-38.05676,-72.53605,339.75,4.41,1.93,2023-02-05,1953,Aqua,MODIS,90,6.1NRT,300.6,315,D
-38.06968,-72.58483,336.69,4.38,1.93,2023-02-05,1953,Aqua,MODIS,88,6.1NRT,301.41,266.68,D
-37.97397,-72.29646,314.46,4.57,1.96,2023-02-05,1953,Aqua,MODIS,58,6.1NRT,299.67,63.18,D
-37.92974,-72.20312,332.33,4.64,1.97,2023-02-05,1953,Aqua,MODIS,85,6.1NRT,299.02,238.1,D
-38.06495,-72.8456,331.94,4.22,1.9,2023-02-05,1953,Aqua,MODIS,84,6.1NRT,303.68,190.47,D
-37.90238,-72.38221,311.84,4.54,1.96,2023-02-05,1953,Aqua,MODIS,49,6.1NRT,297.85,48.24,D
-37.8513,-72.40343,312.68,4.54,1.96,2023-02-05,1953,Aqua,MODIS,46,6.1NRT,300.64,48.77,D
-37.90452,-72.38535,311.05,4.54,1.96,2023-02-05,1953,Aqua,MODIS,44,6.1NRT,297.84,43.66,D
-37.85339,-72.40639,312.21,4.54,1.96,2023-02-05,1953,Aqua,MODIS,49,6.1NRT,300.51,46.93,D
-38.06387,-73.26242,311.78,4,1.86,2023-02-05,1953,Aqua,MODIS,51,6.1NRT,296.57,61.82,D
-37.73276,-72.17565,314.77,4.71,1.99,2023-02-05,1953,Aqua,MODIS,59,6.1NRT,299.71,70.23,D
-37.78549,-72.43542,341.42,4.54,1.96,2023-02-05,1953,Aqua,MODIS,91,6.1NRT,306.95,337.29,D
-37.76864,-72.44315,340.26,4.54,1.96,2023-02-05,1953,Aqua,MODIS,90,6.1NRT,305.99,314.89,D
-38.05976,-73.27188,314.06,4,1.86,2023-02-05,1953,Aqua,MODIS,60,6.1NRT,296.63,72.47,D
-37.73457,-72.1834,315.02,4.71,1.99,2023-02-05,1953,Aqua,MODIS,61,6.1NRT,300.25,72.09,D
-37.78602,-72.4439,349.68,4.54,1.96,2023-02-05,1953,Aqua,MODIS,90,6.1NRT,307.56,473.69,D
-37.76909,-72.45132,338.91,4.54,1.96,2023-02-05,1953,Aqua,MODIS,78,6.1NRT,305.99,286.75,D
-37.75217,-72.45879,368.58,4.54,1.96,2023-02-05,1953,Aqua,MODIS,100,6.1NRT,309.19,918.43,D
-37.72153,-72.41608,336.99,4.57,1.96,2023-02-05,1953,Aqua,MODIS,88,6.1NRT,303.6,272.51,D
-37.73512,-72.46573,338.54,4.54,1.96,2023-02-05,1953,Aqua,MODIS,89,6.1NRT,304.44,292.43,D
-37.75488,-72.67583,322.98,4.41,1.93,2023-02-05,1953,Aqua,MODIS,76,6.1NRT,301.75,118.08,D
-37.61432,-72.23624,320.85,4.71,1.99,2023-02-05,1953,Aqua,MODIS,73,6.1NRT,300.72,120.56,D
-37.73912,-72.68669,351.95,4.41,1.93,2023-02-05,1953,Aqua,MODIS,96,6.1NRT,302.95,506.76,D
-37.75425,-72.46139,358.25,4.54,1.96,2023-02-05,1953,Aqua,MODIS,99,6.1NRT,308.99,651.41,D
-37.72401,-72.41907,338.58,4.57,1.96,2023-02-05,1953,Aqua,MODIS,89,6.1NRT,303.92,294.7,D
-37.73726,-72.46857,342.1,4.54,1.96,2023-02-05,1953,Aqua,MODIS,91,6.1NRT,304.89,343.96,D
-37.75603,-72.6794,321.21,4.41,1.93,2023-02-05,1953,Aqua,MODIS,70,6.1NRT,301.69,104.22,D
-37.618,-72.23919,321.62,4.71,1.99,2023-02-05,1953,Aqua,MODIS,74,6.1NRT,300.45,128.9,D
-37.72632,-72.63845,319.27,4.44,1.94,2023-02-05,1953,Aqua,MODIS,53,6.1NRT,301.44,84.67,D
-37.74018,-72.69001,348.77,4.41,1.93,2023-02-05,1953,Aqua,MODIS,95,6.1NRT,303.05,452.83,D
-37.60076,-72.24653,326.52,4.71,1.99,2023-02-05,1953,Aqua,MODIS,80,6.1NRT,300.55,171.83,D
-37.56939,-72.20263,317.58,4.75,1.99,2023-02-05,1953,Aqua,MODIS,68,6.1NRT,299.55,91.58,D
-37.58357,-72.25401,361.81,4.71,1.99,2023-02-05,1953,Aqua,MODIS,100,6.1NRT,300.6,798.97,D
-37.70817,-72.71001,330.04,4.41,1.93,2023-02-05,1953,Aqua,MODIS,71,6.1NRT,301.2,181.6,D
-37.60252,-72.25398,323.25,4.71,1.99,2023-02-05,1953,Aqua,MODIS,76,6.1NRT,300.3,139.82,D
-37.57149,-72.21025,333.65,4.75,1.99,2023-02-05,1953,Aqua,MODIS,86,6.1NRT,299.67,262.71,D
-37.58535,-72.26157,356.36,4.71,1.99,2023-02-05,1953,Aqua,MODIS,98,6.1NRT,300.46,661.89,D
-37.70765,-72.71899,328,4.41,1.93,2023-02-05,1953,Aqua,MODIS,76,6.1NRT,300.92,164.87,D
-37.65713,-72.73961,323.08,4.41,1.93,2023-02-05,1953,Aqua,MODIS,40,6.1NRT,302.34,110.3,D
-37.62305,-72.75186,325.22,4.41,1.93,2023-02-05,1953,Aqua,MODIS,42,6.1NRT,299.91,125.58,D
-37.57838,-72.6566,325.59,4.47,1.94,2023-02-05,1953,Aqua,MODIS,74,6.1NRT,300.27,138.34,D
-37.56187,-72.6651,336.13,4.47,1.94,2023-02-05,1953,Aqua,MODIS,87,6.1NRT,300.01,259.82,D
-37.545,-72.67229,359.03,4.47,1.94,2023-02-05,1953,Aqua,MODIS,99,6.1NRT,299.89,662.9,D
-37.55918,-72.72386,327.36,4.44,1.94,2023-02-05,1953,Aqua,MODIS,71,6.1NRT,301.8,158.29,D
-37.62413,-72.75535,325.8,4.41,1.93,2023-02-05,1953,Aqua,MODIS,62,6.1NRT,299.89,136.15,D
-37.58014,-72.66026,327.57,4.47,1.94,2023-02-05,1953,Aqua,MODIS,75,6.1NRT,300.47,154.97,D
-37.56352,-72.66843,335.16,4.47,1.94,2023-02-05,1953,Aqua,MODIS,87,6.1NRT,300.02,248.35,D
-37.54672,-72.67591,361.58,4.47,1.94,2023-02-05,1953,Aqua,MODIS,100,6.1NRT,300.23,731.14,D
-37.56058,-72.72746,320.43,4.44,1.94,2023-02-05,1953,Aqua,MODIS,64,6.1NRT,301.8,102.15,D
-37.49637,-72.70693,314.64,4.47,1.94,2023-02-05,1953,Aqua,MODIS,50,6.1NRT,298.09,63.27,D
-37.23844,-72.25284,347.28,4.82,2,2023-02-05,1953,Aqua,MODIS,94,6.1NRT,305.48,470.53,D
-37.24276,-72.2552,336.69,4.82,2,2023-02-05,1953,Aqua,MODIS,88,6.1NRT,305.17,293.63,D
-37.19421,-72.5711,343.64,4.64,1.97,2023-02-05,1953,Aqua,MODIS,80,6.1NRT,304.5,381.99,D
-37.1633,-72.52819,320.15,4.68,1.98,2023-02-05,1953,Aqua,MODIS,55,6.1NRT,300.09,90.01,D
-37.17702,-72.57814,364.81,4.64,1.97,2023-02-05,1953,Aqua,MODIS,100,6.1NRT,302.92,846.68,D
-37.15982,-72.58511,317.18,4.64,1.97,2023-02-05,1953,Aqua,MODIS,29,6.1NRT,300.4,72.77,D
-37.27868,-73.08856,319.49,4.31,1.92,2023-02-05,1953,Aqua,MODIS,70,6.1NRT,295.36,113.98,D
-37.18378,-72.52373,317.67,4.68,1.98,2023-02-05,1953,Aqua,MODIS,28,6.1NRT,301.67,64.2,D
-37.19724,-72.57407,340.34,4.64,1.97,2023-02-05,1953,Aqua,MODIS,85,6.1NRT,304.1,329.09,D
-37.16667,-72.53127,331.94,4.68,1.98,2023-02-05,1953,Aqua,MODIS,84,6.1NRT,300.61,212.59,D
-37.18011,-72.58132,363.63,4.64,1.97,2023-02-05,1953,Aqua,MODIS,100,6.1NRT,303.65,811.11,D
-37.16295,-72.58844,318.84,4.64,1.97,2023-02-05,1953,Aqua,MODIS,67,6.1NRT,300.47,91.49,D
-37.26585,-73.04315,315.74,4.34,1.92,2023-02-05,1953,Aqua,MODIS,64,6.1NRT,294.99,86.16,D
-37.27912,-73.09309,315.85,4.31,1.92,2023-02-05,1953,Aqua,MODIS,62,6.1NRT,295.21,89.54,D
-37.24397,-73.10004,313.2,4.31,1.92,2023-02-05,1953,Aqua,MODIS,20,6.1NRT,293.96,68.33,D
-37.24263,-73.1088,316.24,4.31,1.92,2023-02-05,1953,Aqua,MODIS,65,6.1NRT,293.95,98.62,D
-36.71081,-72.53208,314.04,4.82,2,2023-02-05,1953,Aqua,MODIS,44,6.1NRT,297.42,78.46,D
-36.71327,-72.53904,314.59,4.82,2,2023-02-05,1953,Aqua,MODIS,29,6.1NRT,297.18,81.67,D
-36.53212,-72.85473,311.08,4.68,1.98,2023-02-05,1953,Aqua,MODIS,46,6.1NRT,290.23,89.41,D
-36.54471,-72.90135,320.48,4.64,1.97,2023-02-05,1953,Aqua,MODIS,65,6.1NRT,290.2,164.69,D
-36.54762,-72.90391,317.87,4.64,1.97,2023-02-05,1953,Aqua,MODIS,16,6.1NRT,289.98,122.04,D
-43.65614,-71.8522,305.56,1.46,1.19,2023-02-06,0306,Terra,MODIS,65,6.1NRT,286.41,15.02,N
-43.65794,-71.87109,306.35,1.46,1.19,2023-02-06,0306,Terra,MODIS,68,6.1NRT,286.21,15.95,N
-40.02608,-73.15002,316.04,1.54,1.22,2023-02-06,0306,Terra,MODIS,92,6.1NRT,289.51,28.76,N
-40.01507,-73.15208,319.93,1.54,1.22,2023-02-06,0306,Terra,MODIS,99,6.1NRT,289.83,35.59,N
-37.58837,-72.75511,323.36,1.36,1.16,2023-02-06,0308,Terra,MODIS,100,6.1NRT,292.07,31.93,N
-39.52011,-73.06275,309.73,1.5,1.21,2023-02-06,0308,Terra,MODIS,78,6.1NRT,289.88,18.32,N
-39.51856,-73.06821,314,1.5,1.21,2023-02-06,0308,Terra,MODIS,88,6.1NRT,290.26,23.61,N
-39.50598,-73.05277,304.87,1.49,1.21,2023-02-06,0308,Terra,MODIS,54,6.1NRT,288.44,13.14,N
-39.5076,-73.06953,315.26,1.5,1.21,2023-02-06,0308,Terra,MODIS,91,6.1NRT,289.78,25.9,N
-39.48911,-73.10786,336.02,1.5,1.21,2023-02-06,0308,Terra,MODIS,100,6.1NRT,291.22,68.75,N
-39.49068,-73.12443,304.46,1.51,1.21,2023-02-06,0308,Terra,MODIS,4,6.1NRT,288.8,11.71,N
-39.47821,-73.10989,318.91,1.5,1.21,2023-02-06,0308,Terra,MODIS,98,6.1NRT,288.81,32.37,N
-39.47984,-73.12717,306.5,1.51,1.21,2023-02-06,0308,Terra,MODIS,55,6.1NRT,287.13,14.91,N
-38.93139,-72.97297,313.26,1.46,1.19,2023-02-06,0308,Terra,MODIS,87,6.1NRT,287.16,24.4,N
-38.38846,-72.99311,304.45,1.44,1.19,2023-02-06,0308,Terra,MODIS,54,6.1NRT,287.63,11.65,N
-38.35628,-72.99733,314.72,1.44,1.19,2023-02-06,0308,Terra,MODIS,87,6.1NRT,288.9,23.28,N
-38.36122,-73.04801,306.44,1.45,1.19,2023-02-06,0308,Terra,MODIS,68,6.1NRT,287.45,13.88,N
-38.36286,-73.06485,309.48,1.45,1.19,2023-02-06,0308,Terra,MODIS,76,6.1NRT,289.1,16.99,N
-38.36454,-73.08214,310.97,1.45,1.19,2023-02-06,0308,Terra,MODIS,28,6.1NRT,289.03,17.62,N
-38.34554,-72.99847,304.68,1.44,1.19,2023-02-06,0308,Terra,MODIS,40,6.1NRT,286.69,12,N
-38.34323,-73.12269,306.45,1.46,1.19,2023-02-06,0308,Terra,MODIS,45,6.1NRT,287.29,14.16,N
-38.31525,-73.06121,310.81,1.45,1.19,2023-02-06,0308,Terra,MODIS,69,6.1NRT,288.88,18.68,N
-38.30453,-73.06308,306.47,1.45,1.19,2023-02-06,0308,Terra,MODIS,41,6.1NRT,288.74,13.88,N
-38.30619,-73.0798,320.32,1.45,1.19,2023-02-06,0308,Terra,MODIS,100,6.1NRT,289.83,33.51,N
-38.30784,-73.0964,304.65,1.45,1.19,2023-02-06,0308,Terra,MODIS,29,6.1NRT,287.24,11.88,N
-38.29379,-73.06458,315.7,1.45,1.19,2023-02-06,0308,Terra,MODIS,89,6.1NRT,287.44,25.25,N
-38.24199,-72.76033,306,1.39,1.17,2023-02-06,0308,Terra,MODIS,66,6.1NRT,288.06,12.42,N
-38.23145,-72.76194,311.67,1.39,1.17,2023-02-06,0308,Terra,MODIS,83,6.1NRT,288.19,18.56,N
-38.17215,-72.35164,312.66,1.32,1.14,2023-02-06,0308,Terra,MODIS,85,6.1NRT,286.32,20.64,N
-38.17378,-72.36687,322.86,1.32,1.14,2023-02-06,0308,Terra,MODIS,100,6.1NRT,286.99,34.37,N
-38.14527,-72.495,336.37,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,289.83,59.35,N
-38.14687,-72.5105,313.52,1.35,1.15,2023-02-06,0308,Terra,MODIS,84,6.1NRT,288.6,19.64,N
-38.1334,-72.48206,318.58,1.34,1.15,2023-02-06,0308,Terra,MODIS,97,6.1NRT,289.38,26.12,N
-38.13498,-72.49742,318.17,1.34,1.15,2023-02-06,0308,Terra,MODIS,95,6.1NRT,289.76,25.16,N
-38.13659,-72.51304,310.9,1.35,1.15,2023-02-06,0308,Terra,MODIS,66,6.1NRT,289.12,16.23,N
-38.10419,-72.30162,301.58,1.31,1.14,2023-02-06,0308,Terra,MODIS,42,6.1NRT,285.85,9.41,N
-38.12309,-72.48414,308.33,1.34,1.15,2023-02-06,0308,Terra,MODIS,74,6.1NRT,289.09,14.04,N
-38.11113,-72.47021,319.41,1.34,1.15,2023-02-06,0308,Terra,MODIS,96,6.1NRT,288.65,26.5,N
-38.11274,-72.4859,333.89,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,290.39,52.33,N
-38.12062,-72.56339,300.15,1.35,1.15,2023-02-06,0308,Terra,MODIS,9,6.1NRT,288.25,6.68,N
-38.12218,-72.57882,303.95,1.36,1.15,2023-02-06,0308,Terra,MODIS,58,6.1NRT,288.12,10.55,N
-38.10072,-72.47121,363.82,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,293.14,148.88,N
-38.10228,-72.48654,386.18,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,297.09,277.32,N
-38.11023,-72.5652,336.65,1.35,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,288.84,60.29,N
-38.1118,-72.58071,362.66,1.36,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,290.25,147.65,N
-38.10499,-72.47741,373.62,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,296.19,199.15,N
-38.10663,-72.49273,336.88,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,291.03,60.25,N
-38.11497,-72.57079,312.15,1.35,1.15,2023-02-06,0308,Terra,MODIS,84,6.1NRT,289.71,18.46,N
-38.11661,-72.58629,301.78,1.36,1.15,2023-02-06,0308,Terra,MODIS,24,6.1NRT,287.65,8.11,N
-38.09455,-72.47832,381.44,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,295.22,246.67,N
-38.09614,-72.49329,346.23,1.34,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,289.09,85.72,N
-38.10456,-72.57246,355.14,1.35,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,289.3,117.47,N
-38.1062,-72.58794,331.87,1.36,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,287.71,51.03,N
-38.10805,-72.81062,353.08,1.39,1.17,2023-02-06,0308,Terra,MODIS,100,6.1NRT,291.03,115.11,N
-38.10971,-72.82688,304.84,1.4,1.17,2023-02-06,0308,Terra,MODIS,62,6.1NRT,288.89,12.09,N
-38.02232,-72.09578,304.71,1.28,1.12,2023-02-06,0308,Terra,MODIS,25,6.1NRT,287.87,9.73,N
-38.12179,-73.05325,311.78,1.44,1.19,2023-02-06,0308,Terra,MODIS,83,6.1NRT,289.07,20.57,N
-38.01219,-72.09742,321.11,1.28,1.12,2023-02-06,0308,Terra,MODIS,100,6.1NRT,288.9,27.71,N
-38.05965,-72.5473,306.29,1.35,1.15,2023-02-06,0308,Terra,MODIS,68,6.1NRT,289.16,12.04,N
-38.0613,-72.56322,343.18,1.35,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,290.52,77.6,N
-38.00063,-72.08557,313.56,1.28,1.12,2023-02-06,0308,Terra,MODIS,55,6.1NRT,291.08,17.29,N
-38.04935,-72.54973,321.36,1.35,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,290.46,30.21,N
-38.05095,-72.56523,353.7,1.35,1.15,2023-02-06,0308,Terra,MODIS,100,6.1NRT,290.78,110.57,N
-37.99046,-72.08678,319.35,1.28,1.12,2023-02-06,0308,Terra,MODIS,85,6.1NRT,290.55,23.93,N
-37.99207,-72.10186,335.26,1.28,1.12,2023-02-06,0308,Terra,MODIS,100,6.1NRT,293.47,50.8,N
-37.9936,-72.11629,330.05,1.28,1.12,2023-02-06,0308,Terra,MODIS,100,6.1NRT,291.35,41.12,N
-38.03899,-72.55157,302.35,1.35,1.15,2023-02-06,0308,Terra,MODIS,34,6.1NRT,289.07,8.33,N
