latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-38.34678,-72.73779,303.52,1.9,1.35,2023-02-01,0300,Terra,MODIS,56,6.1NRT,284.69,20.34,N
-37.93085,-72.43791,302.89,1.8,1.31,2023-02-01,0300,Terra,MODIS,52,6.1NRT,287.85,15.72,N
-38.34306,-72.74361,312.41,1.9,1.35,2023-02-01,0300,Terra,MODIS,85,6.1NRT,284.98,36.11,N
-38.33931,-72.73691,310.21,2.23,1.45,2023-02-01,0641,Aqua,MODIS,79,6.1NRT,281.81,42.87,N
-38.33826,-72.71558,302.91,2.24,1.45,2023-02-01,0641,Aqua,MODIS,52,6.1NRT,282.14,27.56,N
-38.33641,-72.74129,311.43,2.23,1.45,2023-02-01,0641,Aqua,MODIS,82,6.1NRT,282.24,45.33,N
-38.20038,-72.3297,309.49,2.14,1.42,2023-02-01,1401,Terra,MODIS,41,6.1NRT,297,14.57,D
-38.33992,-72.73447,309.27,2.24,1.45,2023-02-01,1401,Terra,MODIS,41,6.1NRT,295.42,19.13,D
-39.37623,-72.63012,314.39,1.42,1.18,2023-02-01,1842,Aqua,MODIS,47,6.1NRT,302.98,11.44,D
-35.12458,-71.24168,339.07,1.1,1.05,2023-02-01,1845,Aqua,MODIS,86,6.1NRT,317.65,29.8,D
-32.80693,-70.95461,326.29,1.04,1.02,2023-02-01,1845,Aqua,MODIS,70,6.1NRT,307.9,12.71,D
-35.59969,-71.72878,322.35,1.16,1.07,2023-02-01,1845,Aqua,MODIS,46,6.1NRT,310.54,8.27,D
-36.66499,-72.11446,310.01,1.34,1.15,2023-02-02,0340,Terra,MODIS,65,6.1NRT,290.64,13.3,N
-36.64198,-72.10538,334.64,1.34,1.15,2023-02-02,0340,Terra,MODIS,100,6.1NRT,291.7,54.76,N
-36.63932,-72.0906,360.87,1.34,1.15,2023-02-02,0340,Terra,MODIS,100,6.1NRT,294.18,137.81,N
-36.65216,-72.10248,355.31,1.34,1.15,2023-02-02,0340,Terra,MODIS,100,6.1NRT,294.48,114.1,N
-38.14071,-73.02293,300.21,1.16,1.07,2023-02-02,0340,Terra,MODIS,22,6.1NRT,284.25,7.32,N
-38.13113,-73.02517,312.35,1.16,1.07,2023-02-02,0340,Terra,MODIS,85,6.1NRT,284.67,16.87,N
-38.1333,-73.03817,301.63,1.15,1.07,2023-02-02,0340,Terra,MODIS,43,6.1NRT,283.6,8.15,N
-37.38135,-73.3313,309.74,1.15,1.07,2023-02-02,0340,Terra,MODIS,78,6.1NRT,284.09,14.92,N
-36.68114,-72.10342,305.82,1.34,1.15,2023-02-02,0340,Terra,MODIS,39,6.1NRT,291.53,9.7,N
-36.67256,-72.09689,330.69,1.34,1.15,2023-02-02,0340,Terra,MODIS,100,6.1NRT,294.33,44.59,N
-36.65972,-72.08489,349.79,1.34,1.15,2023-02-02,0340,Terra,MODIS,100,6.1NRT,296.31,94.35,N
-36.66236,-72.0997,389.01,1.34,1.15,2023-02-02,0340,Terra,MODIS,100,6.1NRT,301.79,297.05,N
-36.64951,-72.08769,359.9,1.34,1.15,2023-02-02,0340,Terra,MODIS,100,6.1NRT,298.54,132.63,N
-34.11052,-70.4642,300.78,1.89,1.34,2023-02-02,0342,Terra,MODIS,33,6.1NRT,288.23,15.33,N
-36.66027,-72.10825,324.08,1.56,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,287.55,43.42,N
-36.6637,-72.09103,353.93,1.55,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,293.1,137.76,N
-36.65218,-72.08217,336.09,1.55,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,291.5,73.26,N
-36.64884,-72.09937,334.39,1.56,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,288.74,68.48,N
-36.65977,-72.10259,348.07,1.56,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,290.44,112.42,N
-36.64128,-72.0788,325.93,1.55,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,289.41,48.59,N
-36.63793,-72.09601,320.05,1.56,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,287.56,36.89,N
-36.66712,-72.07387,303.74,1.55,1.23,2023-02-02,0544,Aqua,MODIS,29,6.1NRT,288.72,11.96,N
-36.6329,-72.30325,306.78,1.6,1.25,2023-02-02,0544,Aqua,MODIS,69,6.1NRT,288.94,17.77,N
-36.67463,-72.09424,303.77,1.55,1.23,2023-02-02,0544,Aqua,MODIS,57,6.1NRT,288.41,13.04,N
-36.66312,-72.08533,346.32,1.55,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,291.97,105.7,N
-36.64932,-72.10506,322.45,1.56,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,286.9,39.75,N
-36.6562,-72.07072,311.76,1.55,1.23,2023-02-02,0544,Aqua,MODIS,50,6.1NRT,288.63,21.03,N
-36.65277,-72.08784,338.62,1.55,1.23,2023-02-02,0544,Aqua,MODIS,100,6.1NRT,292.45,79.71,N
-36.54679,-72.89022,340.26,1.03,1.01,2023-02-02,1441,Terra,MODIS,90,6.1NRT,299.1,41.64,D
-34.1067,-70.45795,325.26,1.17,1.08,2023-02-02,1441,Terra,MODIS,66,6.1NRT,310.71,12.32,D
-36.28214,-72.54226,313.84,1.04,1.02,2023-02-02,1441,Terra,MODIS,33,6.1NRT,302.53,2.93,D
-36.28859,-72.62083,352.43,1.04,1.02,2023-02-02,1441,Terra,MODIS,96,6.1NRT,302.43,64.7,D
-36.29012,-72.60929,389.45,1.04,1.02,2023-02-02,1441,Terra,MODIS,100,6.1NRT,312.1,199.4,D
-36.29922,-72.61119,315.8,1.04,1.02,2023-02-02,1441,Terra,MODIS,51,6.1NRT,303.04,8.15,D
-36.54833,-72.87879,339.07,1.03,1.01,2023-02-02,1441,Terra,MODIS,89,6.1NRT,300.37,39.18,D
-36.65989,-72.10049,335.9,1.07,1.03,2023-02-02,1441,Terra,MODIS,87,6.1NRT,310.85,29.59,D
-36.66916,-72.10232,322.6,1.07,1.03,2023-02-02,1441,Terra,MODIS,63,6.1NRT,307.27,13.55,D
-37.60998,-73.65481,307.74,1.01,1,2023-02-02,1444,Terra,MODIS,36,6.1NRT,294.68,5.31,D
-37.79387,-72.47764,311.78,1.07,1.03,2023-02-02,1444,Terra,MODIS,56,6.1NRT,301.63,6.65,D
-38.13666,-73.02581,323.53,1.04,1.02,2023-02-02,1444,Terra,MODIS,79,6.1NRT,298.97,18.45,D
-37.17308,-72.94389,314.07,1.03,1.01,2023-02-02,1444,Terra,MODIS,16,6.1NRT,302.55,5.26,D
-41.47767,-72.98167,310.17,1.11,1.05,2023-02-02,1444,Terra,MODIS,18,6.1NRT,291.92,5.45,D
-38.51331,-72.88274,314.34,1.05,1.03,2023-02-02,1444,Terra,MODIS,67,6.1NRT,300.68,7.02,D
-37.47794,-73.33942,311.86,1.02,1.01,2023-02-02,1444,Terra,MODIS,36,6.1NRT,298.81,5.38,D
-37.62781,-73.4595,308.7,1.02,1.01,2023-02-02,1444,Terra,MODIS,46,6.1NRT,297.48,5.84,D
-38.51172,-72.89494,337.11,1.05,1.03,2023-02-02,1444,Terra,MODIS,89,6.1NRT,301.89,35.38,D
-38.29544,-72.96596,450.16,1.54,1.22,2023-02-02,1923,Aqua,MODIS,100,6.1NRT,326.92,1322.68,D
-38.47436,-72.33104,322.96,1.65,1.26,2023-02-02,1923,Aqua,MODIS,47,6.1NRT,305.82,18.37,D
-38.47064,-72.31248,392.29,1.66,1.27,2023-02-02,1923,Aqua,MODIS,100,6.1NRT,310.72,415.86,D
-38.46692,-72.29385,327.42,1.66,1.27,2023-02-02,1923,Aqua,MODIS,60,6.1NRT,307.28,27.41,D
-38.4856,-72.32759,326.88,1.65,1.26,2023-02-02,1923,Aqua,MODIS,70,6.1NRT,307.83,27.4,D
-38.48188,-72.30893,382.12,1.66,1.27,2023-02-02,1923,Aqua,MODIS,100,6.1NRT,308.23,315.02,D
-38.04513,-73.17177,354.84,1.52,1.22,2023-02-02,1923,Aqua,MODIS,97,6.1NRT,303.68,124.65,D
-38.04171,-73.15425,324.32,1.52,1.22,2023-02-02,1923,Aqua,MODIS,68,6.1NRT,303.71,29.12,D
-38.13262,-73.02884,382.23,1.54,1.22,2023-02-02,1923,Aqua,MODIS,100,6.1NRT,309.08,291.33,D
-38.13604,-73.0464,332.62,1.54,1.22,2023-02-02,1923,Aqua,MODIS,81,6.1NRT,303.98,45.5,D
-38.1292,-73.01131,325.06,1.54,1.22,2023-02-02,1923,Aqua,MODIS,70,6.1NRT,307.24,26.1,D
-38.1469,-73.04309,326.78,1.54,1.22,2023-02-02,1923,Aqua,MODIS,73,6.1NRT,304.57,31.72,D
-38.14359,-73.02605,349.74,1.54,1.22,2023-02-02,1923,Aqua,MODIS,94,6.1NRT,308.85,100.28,D
-38.04221,-72.39906,322.26,1.68,1.27,2023-02-02,1923,Aqua,MODIS,47,6.1NRT,307.69,16.68,D
-38.09866,-72.38133,321.54,1.68,1.27,2023-02-02,1923,Aqua,MODIS,55,6.1NRT,307.15,16.83,D
-38.2878,-72.98573,338.74,1.54,1.22,2023-02-02,1923,Aqua,MODIS,87,6.1NRT,306.08,60.21,D
-38.28452,-72.96905,391.98,1.54,1.22,2023-02-02,1923,Aqua,MODIS,100,6.1NRT,308.88,373.18,D
-38.29879,-72.98302,389.84,1.54,1.22,2023-02-02,1923,Aqua,MODIS,100,6.1NRT,314.1,353.27,D
-36.4944,-72.70238,360.96,1.75,1.3,2023-02-02,1925,Aqua,MODIS,82,6.1NRT,306,173.84,D
-36.30215,-72.61338,368.34,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,314.54,229.45,D
-36.30606,-72.63286,330.95,1.78,1.31,2023-02-02,1925,Aqua,MODIS,76,6.1NRT,309.15,43.53,D
-36.28653,-72.59711,384.85,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,315.31,375.06,D
-36.29051,-72.61685,405.2,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,323.58,635.04,D
-36.29449,-72.6366,361.72,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,313.43,185.76,D
-36.27501,-72.60123,398.9,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,320.16,544.66,D
-36.279,-72.62092,488.57,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,400.07,3132.64,D
-36.28289,-72.64012,432.47,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,331.79,1162.39,D
-36.25932,-72.5849,325.29,1.8,1.31,2023-02-02,1925,Aqua,MODIS,54,6.1NRT,309.14,23.05,D
-36.26335,-72.60467,442.05,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,325.26,1410.16,D
-36.26741,-72.62463,428.45,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,328.14,1068.43,D
-36.27135,-72.644,331.6,1.78,1.31,2023-02-02,1925,Aqua,MODIS,77,6.1NRT,308.72,48.65,D
-36.24764,-72.58831,336.35,1.8,1.31,2023-02-02,1925,Aqua,MODIS,83,6.1NRT,305.55,58.34,D
-36.25171,-72.6082,444.92,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,323.92,1492.26,D
-36.25583,-72.62831,379.26,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,312.78,324.49,D
-36.24009,-72.61182,392.93,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,306.84,477.75,D
-35.82713,-72.36133,321.55,1.9,1.35,2023-02-02,1925,Aqua,MODIS,50,6.1NRT,306.49,25.8,D
-35.83152,-72.38246,325.26,1.89,1.34,2023-02-02,1925,Aqua,MODIS,66,6.1NRT,306.9,36.52,D
-35.74819,-72.04586,380.72,1.99,1.38,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,325.36,371.47,D
-35.75274,-72.06739,333.52,1.98,1.37,2023-02-02,1925,Aqua,MODIS,76,6.1NRT,318.84,34.68,D
-35.74182,-72.03233,345.23,2,1.38,2023-02-02,1925,Aqua,MODIS,91,6.1NRT,321.03,86.62,D
-35.74623,-72.05383,364.79,1.99,1.38,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,324.51,214.33,D
-33.88429,-71.34618,383.87,2.45,1.51,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,306.58,573.03,D
-33.88953,-71.36971,414.01,2.44,1.51,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,323.99,1220.76,D
-33.89026,-71.35055,339.95,2.45,1.51,2023-02-02,1925,Aqua,MODIS,87,6.1NRT,305.67,112.05,D
-33.89555,-71.37501,327.67,2.44,1.51,2023-02-02,1925,Aqua,MODIS,57,6.1NRT,312.66,45.38,D
-33.87745,-71.35706,413.16,2.45,1.51,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,314.87,1209.3,D
-33.88224,-71.37912,399.8,2.44,1.51,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,326.24,872.25,D
-33.8689,-71.38306,331.89,2.44,1.51,2023-02-02,1925,Aqua,MODIS,62,6.1NRT,311.61,66.56,D
-36.24443,-72.63295,335.87,1.79,1.31,2023-02-02,1925,Aqua,MODIS,82,6.1NRT,303.56,63.27,D
-37.49549,-72.57859,343.5,1.68,1.28,2023-02-02,1925,Aqua,MODIS,90,6.1NRT,307.92,84.5,D
-37.49923,-72.59734,386.06,1.68,1.27,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,314.63,361.61,D
-37.4842,-72.58225,345.57,1.68,1.28,2023-02-02,1925,Aqua,MODIS,92,6.1NRT,306.87,92.64,D
-37.48797,-72.60107,353.28,1.68,1.27,2023-02-02,1925,Aqua,MODIS,96,6.1NRT,310.44,125.46,D
-37.4729,-72.5859,319.16,1.68,1.28,2023-02-02,1925,Aqua,MODIS,42,6.1NRT,304.36,16.14,D
-37.00541,-71.91581,383.53,1.89,1.34,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,310.27,398.02,D
-36.99725,-71.90369,333.04,1.9,1.35,2023-02-02,1925,Aqua,MODIS,81,6.1NRT,306.49,53.59,D
-37.0015,-71.92433,344.46,1.89,1.34,2023-02-02,1925,Aqua,MODIS,91,6.1NRT,307.67,99.98,D
-37.26888,-73.32352,336.52,1.55,1.23,2023-02-02,1925,Aqua,MODIS,85,6.1NRT,302.39,58.42,D
-37.03313,-72.53526,323.75,1.74,1.29,2023-02-02,1925,Aqua,MODIS,45,6.1NRT,311.51,16.35,D
-37.01781,-72.51971,375.36,1.74,1.29,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,316.83,269.81,D
-37.02168,-72.53896,375.24,1.74,1.29,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,320.19,266.95,D
-37.00635,-72.5234,390.97,1.74,1.29,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,316.6,424.65,D
-37.01024,-72.54265,336.18,1.74,1.29,2023-02-02,1925,Aqua,MODIS,84,6.1NRT,313.48,48.81,D
-36.99098,-72.50783,336.04,1.75,1.3,2023-02-02,1925,Aqua,MODIS,83,6.1NRT,310.51,52.65,D
-36.99489,-72.52708,387.6,1.74,1.29,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,313.72,389.87,D
-36.99879,-72.54636,324.75,1.74,1.29,2023-02-02,1925,Aqua,MODIS,47,6.1NRT,310.79,18.79,D
-36.68004,-72.0888,345.3,1.88,1.34,2023-02-02,1925,Aqua,MODIS,91,6.1NRT,310.08,96.69,D
-36.68433,-72.10921,338.29,1.87,1.34,2023-02-02,1925,Aqua,MODIS,85,6.1NRT,310.84,63.48,D
-36.66816,-72.09254,360.75,1.88,1.34,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,313.71,183.99,D
-36.67249,-72.11304,342.51,1.87,1.34,2023-02-02,1925,Aqua,MODIS,89,6.1NRT,314.45,78.46,D
-36.68777,-72.09336,334.16,1.88,1.34,2023-02-02,1925,Aqua,MODIS,70,6.1NRT,307.62,50.03,D
-36.6717,-72.07657,341.99,1.89,1.34,2023-02-02,1925,Aqua,MODIS,88,6.1NRT,309.18,79.8,D
-36.67592,-72.09721,362.1,1.88,1.34,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,313.66,193.11,D
-36.68009,-72.11765,327.79,1.87,1.34,2023-02-02,1925,Aqua,MODIS,34,6.1NRT,311.55,23.9,D
-36.66405,-72.10098,334.8,1.88,1.34,2023-02-02,1925,Aqua,MODIS,69,6.1NRT,314.2,47.3,D
-36.72604,-72.46666,387.97,1.78,1.31,2023-02-02,1925,Aqua,MODIS,87,6.1NRT,317.44,406.44,D
-36.73008,-72.48664,367.76,1.78,1.31,2023-02-02,1925,Aqua,MODIS,94,6.1NRT,312.21,222.95,D
-36.79905,-72.83048,383.08,1.69,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,314.6,327.03,D
-36.8028,-72.84935,408.64,1.68,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,322.44,634.1,D
-36.80644,-72.86766,326.37,1.68,1.27,2023-02-02,1925,Aqua,MODIS,57,6.1NRT,309.61,26.12,D
-36.71043,-72.45053,346.18,1.79,1.31,2023-02-02,1925,Aqua,MODIS,91,6.1NRT,313.67,89.31,D
-36.71447,-72.47039,396.86,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,319.78,512.87,D
-36.71854,-72.49048,366.34,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,311.39,214.75,D
-36.78405,-72.81564,322.2,1.69,1.28,2023-02-02,1925,Aqua,MODIS,49,6.1NRT,308.46,14.69,D
-36.78779,-72.83434,444.37,1.69,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,323.05,1350.69,D
-36.79152,-72.85302,424.76,1.68,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,327.13,906.6,D
-36.69883,-72.45422,371.16,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,313.2,241.81,D
-36.70303,-72.47482,446.98,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,324.2,1532.91,D
-36.70734,-72.49595,422.29,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,314.72,935.32,D
-36.77273,-72.81922,352.36,1.69,1.28,2023-02-02,1925,Aqua,MODIS,95,6.1NRT,307.55,117.72,D
-36.77658,-72.83846,502.39,1.69,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,400.07,3556.04,D
-36.78027,-72.85684,438.15,1.68,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,333.13,1193.53,D
-36.6873,-72.45827,370.49,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,310.65,239.3,D
-36.69152,-72.47885,416.26,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,317.7,819.24,D
-36.69599,-72.50068,329.94,1.78,1.31,2023-02-02,1925,Aqua,MODIS,75,6.1NRT,305.42,43.03,D
-36.76154,-72.8235,340.81,1.69,1.28,2023-02-02,1925,Aqua,MODIS,87,6.1NRT,302.85,69.96,D
-36.7654,-72.84264,461.88,1.69,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,328.13,1864.19,D
-36.76901,-72.86061,380.51,1.68,1.28,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,313.73,306.66,D
-36.67566,-72.46176,391.21,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,310.98,445.91,D
-36.67998,-72.48271,394.66,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,313.03,491.05,D
-36.75418,-72.84668,339.27,1.69,1.28,2023-02-02,1925,Aqua,MODIS,86,6.1NRT,301.44,67.63,D
-36.66404,-72.46535,368.13,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,305.68,227.07,D
-36.66824,-72.48564,361.08,1.78,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,307.79,181.29,D
-36.67111,-72.4688,395.32,1.79,1.31,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,312.51,498.88,D
-36.6753,-72.48979,342.14,1.78,1.31,2023-02-02,1925,Aqua,MODIS,88,6.1NRT,308.93,82.06,D
-36.65948,-72.47236,328.07,1.79,1.31,2023-02-02,1925,Aqua,MODIS,60,6.1NRT,302.56,33.91,D
-36.57668,-72.65192,348.26,1.75,1.3,2023-02-02,1925,Aqua,MODIS,93,6.1NRT,311.93,99.4,D
-36.5806,-72.67142,396.71,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,322.25,495.91,D
-36.5844,-72.69035,354.65,1.74,1.29,2023-02-02,1925,Aqua,MODIS,97,6.1NRT,317.45,129.93,D
-36.5652,-72.65562,406.98,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,316.72,638.53,D
-36.5691,-72.67493,447.36,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,337.08,1495.94,D
-36.57288,-72.69367,377.78,1.74,1.29,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,319.45,288.95,D
-36.55365,-72.65898,440.66,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,320.09,1321.34,D
-36.55763,-72.67861,465.08,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,400.07,2059.96,D
-36.56144,-72.69746,361.79,1.74,1.29,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,314.96,169.01,D
-36.5421,-72.66233,456.29,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,320.27,1771.28,D
-36.54607,-72.68188,469.2,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,337.87,2211.15,D
-36.53049,-72.6654,374.13,1.75,1.3,2023-02-02,1925,Aqua,MODIS,94,6.1NRT,305.15,259.24,D
-36.53452,-72.68517,388.93,1.75,1.3,2023-02-02,1925,Aqua,MODIS,100,6.1NRT,311.85,399.39,D
-36.51144,-72.69182,400.24,1.75,1.3,2023-02-02,1925,Aqua,MODIS,94,6.1NRT,316.81,536.65,D
-36.51536,-72.71089,358.68,1.74,1.29,2023-02-02,1925,Aqua,MODIS,99,6.1NRT,314.94,147.62,D
-36.5175,-72.6958,383.67,1.75,1.3,2023-02-02,1925,Aqua,MODIS,94,6.1NRT,313.71,348.19,D
-36.50595,-72.69911,400.18,1.75,1.3,2023-02-02,1925,Aqua,MODIS,94,6.1NRT,318.06,544.83,D
-36.49051,-72.68301,328.55,1.75,1.3,2023-02-02,1925,Aqua,MODIS,31,6.1NRT,299.59,36.78,D
-36.26502,-72.59727,334.06,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,295.68,171.28,N
-36.22629,-72.18856,352.61,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,297.45,319.95,N
-36.24977,-72.59897,322.48,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,294.79,96.96,N
-36.21144,-72.19024,346.23,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,297.64,254.56,N
-36.2345,-72.60011,342.91,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,296.22,246.31,N
-36.23624,-72.63227,325.16,3.18,1.69,2023-02-03,0245,Terra,MODIS,100,6.1NRT,294.11,109.59,N
-36.19469,-72.15874,307.7,2.96,1.64,2023-02-03,0245,Terra,MODIS,15,6.1NRT,295.11,26.64,N
-36.19658,-72.19168,338.67,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,297.58,190.4,N
-36.21921,-72.60108,354.19,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,296.95,370.44,N
-36.22097,-72.63398,352.24,3.18,1.69,2023-02-03,0245,Terra,MODIS,100,6.1NRT,296.17,348.44,N
-36.17976,-72.15839,357.95,2.96,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,299.24,377.5,N
-36.18169,-72.19271,383.71,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,302.3,809.36,N
-36.18361,-72.22695,316.11,2.99,1.64,2023-02-03,0245,Terra,MODIS,69,6.1NRT,295.12,54.28,N
-36.20382,-72.59998,362.52,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,296.05,488.34,N
-36.20567,-72.63529,362.52,3.18,1.69,2023-02-03,0245,Terra,MODIS,100,6.1NRT,296.05,491.02,N
-36.22461,-72.16145,306.45,2.96,1.64,2023-02-03,0245,Terra,MODIS,37,6.1NRT,295.06,24.78,N
-36.22672,-72.19397,345.62,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,297.48,251.78,N
-36.2505,-72.56919,313.74,3.14,1.68,2023-02-03,0245,Terra,MODIS,27,6.1NRT,294.04,51.92,N
-36.25265,-72.60408,324.63,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,295.14,108.06,N
-36.20975,-72.16249,324.76,2.96,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,296,99.33,N
-36.21188,-72.19564,341.21,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,297.12,211.68,N
-36.23527,-72.5706,315.7,3.14,1.68,2023-02-03,0245,Terra,MODIS,83,6.1NRT,294.18,63.07,N
-36.23737,-72.60521,334.1,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,295.63,174.45,N
-36.19492,-72.1639,314.61,2.96,1.64,2023-02-03,0245,Terra,MODIS,90,6.1NRT,295.59,51.31,N
-36.22206,-72.60585,361.95,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,298.33,481.17,N
-36.22399,-72.63847,341.25,3.18,1.69,2023-02-03,0245,Terra,MODIS,100,6.1NRT,295.17,236.52,N
-36.17997,-72.16356,366.47,2.96,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,300.46,498.14,N
-36.18213,-72.19826,375.77,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,301.12,655.86,N
-36.20666,-72.60497,362.7,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,297.05,493.79,N
-36.20876,-72.6409,342.61,3.18,1.69,2023-02-03,0245,Terra,MODIS,100,6.1NRT,295.06,251,N
-36.16525,-72.1666,422.09,2.96,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,310.3,1988.96,N
-36.1673,-72.20022,389.33,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,304.26,940.64,N
-36.19135,-72.60557,332.96,3.16,1.68,2023-02-03,0245,Terra,MODIS,100,6.1NRT,293.82,170.62,N
-36.19344,-72.6417,323.41,3.18,1.69,2023-02-03,0245,Terra,MODIS,100,6.1NRT,293.31,109.14,N
-36.15045,-72.16861,360.43,2.96,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,298.46,412.63,N
-36.15243,-72.20143,362.31,2.97,1.64,2023-02-03,0245,Terra,MODIS,100,6.1NRT,298.06,440.19,N
-36.13562,-72.17007,317.22,2.96,1.64,2023-02-03,0245,Terra,MODIS,95,6.1NRT,295.34,64.36,N
-36.13589,-72.17681,316.51,2.96,1.64,2023-02-03,0245,Terra,MODIS,93,6.1NRT,295.11,62.29,N
-35.81842,-72.35223,305.2,3.02,1.65,2023-02-03,0245,Terra,MODIS,63,6.1NRT,294.99,23.86,N
-35.8204,-72.3848,305.83,3.03,1.66,2023-02-03,0245,Terra,MODIS,66,6.1NRT,294.43,25.61,N
